date,Hs_err_s1,Tp_err_s1,Hs_err_s2,Tp_err_s2,Hs_err_s3,Tp_err_s3
2013-01-04 22:34:00,0.3581,7.1244,0.3896,6.4773,0.2469,0.488
2013-01-04 22:44:00,0.356,11.2094,0.4395,8.8215,0.1645,2.0107
2013-01-04 22:54:00,0.3076,4.2858,0.3726,4.3363,0.1534,6.1761
2013-01-04 23:04:00,0.2626,10.7129,0.2149,8.436,0.0226,0.4922
2013-01-04 23:14:00,0.2761,1.184,0.2809,8.2046,0.1332,2.0056
2013-01-04 23:24:00,0.2839,4.5046,0.341,5.4833,0.1068,0.4963
2013-01-04 23:34:00,0.1869,7.3328,0.2212,7.7528,0.0488,0.4981
2013-01-04 23:44:00,0.1584,5.2385,0.1954,7.5132,0.1276,0.4997
2013-01-05 00:04:00,0.2124,8.8803,0.1257,4.5688,0.1218,3.5313
2013-01-05 00:14:00,0.2399,6.0824,0.0228,4.3419,0.0903,0.7759
2013-01-05 00:24:00,0.1107,5.7323,0.0115,6.5744,0.1198,1.7026
2013-01-05 00:34:00,0.0706,1.2151,0.0293,3.9741,0.1014,1.1007
2013-01-05 00:44:00,0.0331,5.1933,0.0271,6.2282,0.2311,1.3779
2013-01-05 00:54:00,0.0778,7.362,0.1875,5.9752,0.1244,3.143
2013-01-05 06:04:00,0.1803,3.2531,0.0509,1.9409,0.0907,0.7781
2013-01-05 06:14:00,0.0997,7.9088,0.0634,6.5331,0.0879,2.5454
2013-01-05 06:24:00,0.0075,0.0822,0.0012,6.8136,0.0546,2.5266
2013-01-05 06:34:00,0.0456,8.6401,0.0126,7.1104,0.1771,2.507
2013-01-05 06:44:00,0.2073,8.9976,0.0777,4.893,0.0793,2.4882
2013-01-05 06:54:00,0.1297,6.869,0.1816,5.1853,0.008,0.687
2013-01-05 07:04:00,0.2849,7.2201,0.2727,7.9618,0.0408,1.8289
2013-01-05 07:14:00,0.3407,7.5668,0.1705,5.7357,0.1762,0.652
2013-01-05 07:24:00,0.3923,10.4181,0.3153,6.012,0.389,1.862
2013-01-05 07:34:00,0.4087,1.1114,0.3736,6.2768,0.2505,0.6226
2013-01-05 07:44:00,0.4048,11.0417,0.4425,9.0041,0.2451,0.6057
2013-01-05 07:54:00,0.3854,7.0269,0.5762,9.2189,0.3257,1.9129
2013-01-05 08:04:00,0.5282,9.0667,0.512,9.4201,0.357,1.9292
2013-01-05 08:14:00,0.5352,11.7783,0.5531,9.5869,0.2418,0.5603
2013-01-05 08:24:00,0.4264,11.9911,0.6303,9.754,0.2656,1.9471
2013-01-05 08:34:00,0.4246,7.8917,0.5348,7.4006,0.1741,1.955
2013-01-05 08:44:00,0.4955,9.7979,0.6504,7.4958,0.3631,1.962
2013-01-05 08:54:00,0.488,12.4077,0.5885,10.0824,0.2787,1.9676
2013-01-05 09:04:00,0.6132,8.2002,0.6524,10.1441,0.1484,1.9715
2013-01-05 09:14:00,0.5979,12.5311,0.6976,7.68,0.2779,0.5252
2013-01-05 09:24:00,0.5485,12.5669,0.7158,10.2085,0.0923,0.5222
2013-01-05 09:34:00,0.5041,10.0556,0.6482,7.7003,0.232,1.9803
2013-01-05 09:44:00,0.5318,12.5211,0.688,10.1738,0.3024,1.9822
2013-01-05 09:54:00,0.5405,12.461,0.6708,10.1274,0.1239,0.5164
2013-01-05 10:04:00,0.3843,5.7286,0.5163,7.5768,0.3509,0.514
2013-01-05 10:14:00,0.434,3.5464,0.5961,7.501,0.2659,6.1911
2013-01-05 10:24:00,0.4573,4.0158,0.63,5.6395,0.3351,0.5046
2013-01-05 10:34:00,0.6334,9.5632,0.7374,9.8218,0.1677,0.5
2013-01-05 10:44:00,0.4205,11.9199,0.6069,9.7114,0.2899,2.0047
2013-01-05 10:54:00,0.2818,9.2568,0.3268,3.9605,0.0476,0.4908
2013-01-05 11:04:00,0.2947,7.2785,0.3034,5.1516,0.1904,2.0163
2013-01-05 11:14:00,0.2737,3.1794,0.5118,9.2818,0.3813,2.0266
2013-01-05 11:24:00,0.2899,8.6293,0.395,9.1036,0.0664,2.0364
2013-01-05 11:34:00,0.2167,10.895,0.2984,8.9235,0.0062,7.1854
2013-01-05 11:44:00,0.2465,10.6233,0.1942,8.714,0.123,2.0536
2013-01-05 11:54:00,0.1896,10.3573,0.193,6.0088,0.0519,0.4391
2013-01-05 12:04:00,0.2321,7.5916,0.17,8.3034,0.0323,0.4339
2013-01-05 12:14:00,0.1371,9.7964,0.0956,8.074,0.1075,2.067
2013-01-05 12:24:00,0.1255,0.8089,0.0334,3.6312,0.1819,3.4347
2013-01-05 12:34:00,0.166,31.7669,0.0223,7.6894,0.21,2.1884
2013-01-05 12:44:00,0.1187,8.9595,0.04,7.4497,0.1331,4.4818
2013-01-05 12:54:00,0.1713,8.6725,0.0472,4.7254,0.0701,2.1799
2013-01-05 13:04:00,0.0353,0.8658,0.0359,6.9863,0.2958,0.3231
2013-01-05 13:14:00,0.0702,8.0272,0.1756,2.4367,0.2048,2.1738
2013-01-05 13:24:00,0.1706,7.711,0.2247,3.9748,0.3043,0.3337
2013-01-05 18:44:00,0.1807,7.1225,0.1962,5.7458,0.0018,1.5465
2013-01-05 18:54:00,0.0707,67.4301,0.0006,3.4802,0.0155,7.2501
2013-01-05 19:04:00,0.0236,11.5482,0.0196,6.2635,0.0016,1.5818
2013-01-05 19:14:00,0.007,0.0049,0.0956,2.2718,0.0643,4.7088
2013-01-05 19:24:00,0.048,6.0216,0.046,4.3252,0.005,1.5857
2013-01-05 19:34:00,0.1488,8.8727,0.1072,7.0979,0.0554,0.9123
2013-01-05 19:44:00,0.0998,1.1709,0.1331,3.3535,0.0472,1.4409
2013-01-05 19:54:00,0.2287,7.208,0.1985,3.5818,0.0909,1.0492
2013-01-05 20:04:00,0.2832,7.5356,0.1819,8.1253,0.1633,4.1605
2013-01-05 20:14:00,0.2333,7.9159,0.3418,4.2003,0.2453,0.7455
2013-01-05 20:24:00,0.3374,8.1778,0.1865,4.4052,0.1519,0.7398
2013-01-05 20:34:00,0.2848,10.9606,0.2903,3.2872,0.19,1.7663
2013-01-05 20:44:00,0.3683,3.0302,0.4294,9.1092,0.0524,1.773
2013-01-05 20:54:00,0.3901,8.8619,0.3518,9.2274,0.2873,1.7802
2013-01-05 21:04:00,0.3664,9.065,0.3235,9.3867,0.1473,0.7139
2013-01-05 21:14:00,0.5932,11.7187,0.5784,9.507,0.1133,6.3923
2013-01-05 21:24:00,0.4223,11.837,0.4537,7.0997,0.1878,1.7928
2013-01-05 21:34:00,0.4402,11.9123,0.4502,9.659,0.0801,0.7044
2013-01-05 21:44:00,0.4218,11.9952,0.5683,9.7241,0.2835,2.4876
2013-01-05 21:54:00,0.4165,12.0697,0.4981,7.2826,0.2196,0.6994
2013-01-05 22:04:00,0.4648,7.7534,0.5904,9.7592,0.1304,0.6976
2013-01-05 22:14:00,0.4752,12.0704,0.6618,9.7837,0.2841,1.8032
2013-01-05 22:24:00,0.4244,7.8107,0.4019,9.8041,0.218,1.804
2013-01-05 22:34:00,0.597,11.9964,0.7302,9.7265,0.3131,0.6953
2013-01-05 22:44:00,0.4096,6.299,0.5907,9.6703,0.1691,0.6946
2013-01-05 22:54:00,0.3064,9.3945,0.4793,7.1475,0.2673,1.806
2013-01-05 23:04:00,0.3221,7.4556,0.4101,7.0284,0.2074,1.806
2013-01-05 23:14:00,0.485,2.8686,0.4431,1.251,0.1683,0.6949
2013-01-05 23:24:00,0.336,11.5038,0.4383,6.8433,0.3321,1.8041
2013-01-05 23:34:00,0.2888,8.8309,0.3327,9.2086,0.1298,1.8032
2013-01-05 23:44:00,0.2178,11.1723,0.36,9.0851,0.22,1.8022
2013-01-06 00:04:00,0.3262,10.6587,0.3534,6.185,0.1183,1.7989
2013-01-06 00:14:00,0.2313,10.4411,0.1953,6.0142,0.1106,0.7069
2013-01-06 00:24:00,0.276,5.9387,0.1119,8.3442,0.0093,2.4992
2013-01-06 00:34:00,0.1834,7.4474,0.1561,5.6273,0.0677,1.7797
2013-01-06 00:44:00,0.1617,7.1913,0.1225,3.6409,0.0989,1.7729
2013-01-06 00:54:00,0.2317,6.9583,0.1327,5.2438,0.029,2.5196
2013-01-06 01:04:00,0.1983,6.6548,0.0638,5.0061,0.0045,0.7418
2013-01-06 01:14:00,0.1391,0.6931,0.0611,4.7863,0.0804,1.7489
2013-01-06 01:24:00,0.0053,8.5918,0.0153,7.0645,0.0351,1.7409
2013-01-06 01:34:00,0.0612,5.7607,0.0452,2.5192,0.1549,6.4506
2013-01-06 01:44:00,0.0321,0.4622,0.1294,6.5706,0.0891,1.7218
2013-01-06 01:54:00,0.0404,7.6564,0.1249,1.1693,0.0863,2.5732
2013-01-06 07:04:00,0.2138,11.1675,0.1742,6.1456,0.04,1.7146
2013-01-06 07:14:00,0.1774,5.2561,0.1831,0.7893,0.0911,0.7607
2013-01-06 07:24:00,0.0822,1.1278,0.1874,4.1899,0.1544,2.5201
2013-01-06 07:34:00,0.0019,8.4517,0.1304,2.6817,0.1029,0.7078
2013-01-06 07:44:00,0.0246,4.5113,0.0106,4.7411,0.0563,1.8152
2013-01-06 07:54:00,0.0287,6.6122,0.0256,3.2057,0.0629,6.3431
2013-01-06 08:04:00,0.1473,6.9058,0.0354,5.2247,0.0439,0.6389
2013-01-06 08:14:00,0.0934,7.3621,0.0409,2.5093,0.0246,3.5192
2013-01-06 08:24:00,0.1512,3.5508,0.1047,2.8341,0.0711,0.1761
2013-01-06 08:34:00,0.1656,6.1909,0.0975,6.1612,0.0771,0.1734
2013-01-06 08:44:00,0.3057,5.147,0.2764,3.2673,0.0925,0.1663
2013-01-06 08:54:00,0.2801,6.7375,0.2374,6.5895,0.1293,2.3423
2013-01-06 09:04:00,0.2819,6.976,0.3466,3.6519,0.0501,3.2737
2013-01-06 09:14:00,0.2948,7.2072,0.2661,6.9587,0.122,4.3064
2013-01-06 09:24:00,0.3085,9.153,0.3986,7.0852,0.0664,0.1303
2013-01-06 09:34:00,0.3559,11.8342,0.3532,5.4426,0.0484,3.2455
2013-01-06 09:44:00,0.3807,9.495,0.306,7.3556,0.1424,0.1103
2013-01-06 09:54:00,0.3589,9.5955,0.3951,4.3111,0.0598,0.0999
2013-01-06 10:04:00,0.365,9.6645,0.3703,7.4911,0.1268,0.0938
2013-01-06 10:14:00,0.366,9.7191,0.4262,7.5334,0.2251,3.2193
2013-01-06 10:24:00,0.4261,2.6204,0.4039,10.0676,0.1839,1.8806
2013-01-06 10:34:00,0.435,9.7529,0.528,7.5594,0.1247,7.2384
2013-01-06 10:44:00,0.3326,9.751,0.4214,4.4328,0.177,0.0962
2013-01-06 10:54:00,0.3661,3.4654,0.4456,7.5299,0.1158,0.097
2013-01-06 11:04:00,0.369,9.6585,0.4101,4.3611,0.1394,1.8815
2013-01-06 11:14:00,0.2537,7.8132,0.2815,9.942,0.05,0.0857
2013-01-06 11:24:00,0.3203,9.5348,0.3212,7.3944,0.0754,1.8612
2013-01-06 11:34:00,0.2744,7.6969,0.2558,7.4203,0.0224,0.2242
2013-01-06 11:44:00,0.295,9.3591,0.2892,7.3258,0.1146,0.2314
2013-01-06 11:54:00,0.2735,9.2578,0.2226,7.2486,0.0744,1.5474
2013-01-06 12:04:00,0.301,9.0831,0.3161,9.6144,0.0611,0.2454
2013-01-06 12:14:00,0.278,1.1109,0.1307,6.9919,0.0729,5.9972
2013-01-06 12:24:00,0.207,3.7295,0.1943,9.3427,0.005,0.2601
2013-01-06 12:34:00,0.2794,8.5116,0.2279,6.6754,0.0487,0.269
2013-01-06 12:44:00,0.2318,8.3347,0.16,6.5392,0.0727,0.2751
2013-01-06 12:54:00,0.1485,6.4046,0.1284,3.3545,0.0521,0.5126
2013-01-06 13:04:00,0.1084,7.9817,0.1403,6.3173,0.0214,4.4875
2013-01-06 13:14:00,0.137,7.7524,0.1008,6.139,0.0729,0.5124
2013-01-06 13:24:00,0.1714,7.5088,0.0424,5.9495,0.1356,0.5123
2013-01-06 13:34:00,0.2253,7.1801,0.1229,8.1433,0.068,2.7831
2013-01-06 13:44:00,0.1417,9.4037,0.0261,5.4283,0.0455,0.2826
2013-01-06 13:54:00,0.1236,6.6225,0.0227,5.2096,0.1425,2.7821
2013-01-06 14:04:00,0.0037,8.8803,0.0135,5.0219,0.099,5.9654
2013-01-06 14:14:00,0.0317,6.1132,0.1471,4.8158,0.1287,3.8748
2013-01-06 14:24:00,0.0686,68.3333,0.1589,4.5998,0.1415,0.2992
2013-01-06 14:34:00,0.1751,5.8141,0.1997,4.6757,0.3064,0.7077
2013-01-06 19:44:00,0.1888,8.2882,0.1843,7.1576,0.1109,3.2156
2013-01-06 19:54:00,0.1329,6.0838,0.1601,4.8885,0.112,0.7206
2013-01-06 20:04:00,0.0673,0.1074,0.0665,1.148,0.031,0.7241
2013-01-06 20:14:00,0.0854,4.8671,0.0688,5.3323,0.0105,0.7265
2013-01-06 20:24:00,0.0915,9.3184,0.0554,3.6281,0.0509,3.0152
2013-01-06 20:34:00,0.1116,7.0819,0.0346,3.833,0.0508,0.5155
2013-01-06 20:44:00,0.1006,7.3774,0.1249,5.8486,0.1017,0.5159
2013-01-06 20:54:00,0.1534,7.6384,0.1325,4.2658,0.1068,1.2694
2013-01-06 21:04:00,0.2303,6.136,0.2272,6.2719,0.0861,1.269
2013-01-06 21:14:00,0.3173,6.3949,0.3206,4.6875,0.237,1.2687
2013-01-06 21:24:00,0.2293,8.4188,0.2618,3.5337,0.1736,0.5173
2013-01-06 21:34:00,0.3109,8.6463,0.1492,6.8356,0.1083,0.5175
2013-01-06 21:44:00,0.3177,7.0816,0.3774,7.0075,0.2663,0.5177
2013-01-06 21:54:00,0.2689,3.367,0.3719,7.1486,0.2792,0.5179
2013-01-06 22:04:00,0.3351,9.2242,0.2994,5.4994,0.1615,0.5181
2013-01-06 22:14:00,0.3753,7.6093,0.3786,9.9179,0.067,1.2675
2013-01-06 22:24:00,0.3006,9.5079,0.2697,7.5048,0.2002,0.5151
2013-01-06 22:34:00,0.3554,12.1061,0.3685,10.0812,0.181,1.2706
2013-01-06 22:44:00,0.3603,9.6866,0.4447,7.6437,0.259,0.5152
2013-01-06 22:54:00,0.3323,12.2564,0.4686,5.9123,0.1291,1.2705
2013-01-06 23:04:00,0.3194,8.0066,0.3538,10.2258,0.1689,3.014
2013-01-06 23:14:00,0.3435,9.8222,0.4143,7.749,0.1665,0.514
2013-01-06 23:24:00,0.3606,9.8443,0.2487,10.2662,0.0401,1.2717
2013-01-06 23:34:00,0.4222,12.3288,0.4423,10.2541,0.2377,3.014
2013-01-06 23:44:00,0.3322,9.8035,0.4347,7.7345,0.161,5.736
2013-01-07 00:04:00,0.2173,7.7892,0.3575,7.5568,0.1744,3.0139
2013-01-07 00:14:00,0.3733,2.7651,0.4055,7.4953,0.2554,0.5138
2013-01-07 00:24:00,0.212,9.4067,0.2119,7.4259,0.1375,0.5138
2013-01-07 00:34:00,0.2062,7.4823,0.216,7.3181,0.0958,5.1681
2013-01-07 00:44:00,0.2209,7.3144,0.2625,5.4018,0.1361,0.5137
2013-01-07 00:54:00,0.2329,7.1726,0.1797,5.2916,0.1206,0.5136
2013-01-07 01:04:00,0.1935,11.2843,0.2646,9.442,0.0879,3.0136
2013-01-07 01:14:00,0.2244,2.3641,0.2362,9.3097,0.1239,3.0135
2013-01-07 01:24:00,0.1964,10.9359,0.2186,4.8853,0.008,0.5134
2013-01-07 01:34:00,0.1454,8.225,0.1065,4.7214,0.0137,2.6117
2013-01-07 01:44:00,0.1965,6.2293,0.1478,6.3438,0.0076,3.0133
2013-01-07 01:54:00,0.1926,7.7802,0.1108,6.1612,0.0293,6.2166
2013-01-07 02:04:00,0.0975,10.0294,0.079,5.9662,0.0275,0.514
2013-01-07 02:14:00,0.1393,1.5956,0.052,5.7703,0.0038,2.6112
2013-01-07 02:24:00,0.1454,5.2783,0.0002,3.8186,0.0027,0.5137
2013-01-07 02:34:00,0.1154,6.8083,0.0966,5.4062,0.0411,0.5154
2013-01-07 02:44:00,0.1215,9.056,0.0007,5.21,0.0466,3.0151
2013-01-07 02:54:00,0.001,4.5206,0.0431,5.0158,0.0223,1.2709
2013-01-07 03:04:00,0.0829,2.9145,0.0988,7.3083,0.0042,3.0145
2013-01-07 03:14:00,0.0231,5.7602,0.1072,7.0911,0.0405,3.0142
2013-01-07 08:24:00,0.1403,4.0947,0.0961,2.906,0.028,0.5461
2013-01-07 08:34:00,0.1215,2.3916,0.1122,4.9092,0.1175,1.243
2013-01-07 08:44:00,0.0966,6.4437,0.135,2.0033,0.1058,0.5394
2013-01-07 08:54:00,0.0387,6.7077,0.0798,5.3328,0.1635,0.5362
2013-01-07 09:04:00,0.0165,7.0967,0.025,5.6791,0.144,0.734
2013-01-07 09:14:00,0.1014,7.3669,0.0021,5.8896,0.0135,0.7357
2013-01-07 09:24:00,0.1341,1.2881,0.0744,5.9735,0.0043,0.516
2013-01-07 09:34:00,0.1224,7.8236,0.0563,4.4098,0.0218,1.2693
2013-01-07 09:44:00,0.1633,8.073,0.1134,6.3895,0.0012,1.269
2013-01-07 09:54:00,0.2037,6.5441,0.1899,6.5893,0.0784,1.2687
2013-01-07 10:04:00,0.2884,8.5582,0.2073,6.767,0.2541,2.6076
2013-01-07 10:14:00,0.3194,8.7627,0.3515,6.926,0.2519,0.5176
2013-01-07 10:24:00,0.2166,8.9938,0.2608,7.1057,0.3244,0.5179
2013-01-07 10:34:00,0.2696,7.3771,0.2092,7.2372,0.1535,0.5181
2013-01-07 10:44:00,0.3083,7.5631,0.3511,9.8819,0.2333,0.5184
2013-01-07 10:54:00,0.2971,9.4836,0.3549,7.4868,0.2249,0.5185
2013-01-07 11:04:00,0.3105,9.5999,0.2496,7.5762,0.0867,3.652
2013-01-07 11:14:00,0.3533,9.6946,0.5179,5.8641,0.1808,0.5148
2013-01-07 11:24:00,0.3644,9.7957,0.4693,7.7284,0.1407,0.5148
2013-01-07 11:34:00,0.342,12.3434,0.3753,7.7655,0.1382,3.0148
2013-01-07 11:44:00,0.3344,12.3636,0.3622,10.2812,0.1823,1.2709
2013-01-07 11:54:00,0.3151,4.1701,0.4684,3.6054,0.1476,0.5148
2013-01-07 12:04:00,0.2809,9.8672,0.3706,7.784,0.2026,1.2709
2013-01-07 12:14:00,0.3331,9.8429,0.5409,4.6402,0.3957,0.5148
2013-01-07 12:24:00,0.3242,12.2841,0.3009,10.2194,0.2575,0.5147
2013-01-07 12:34:00,0.278,9.7274,0.346,4.5504,0.0718,1.271
2013-01-07 12:44:00,0.2555,3.4244,0.3241,7.6341,0.1637,0.5147
2013-01-07 12:54:00,0.2989,6.4359,0.299,5.7601,0.1019,1.2711
2013-01-07 13:04:00,0.2787,11.9139,0.4741,7.4315,0.3344,0.5145
2013-01-07 13:14:00,0.2675,7.5107,0.3684,9.8402,0.1682,1.2712
2013-01-07 13:24:00,0.312,9.139,0.3544,7.2178,0.1218,0.5144
2013-01-07 13:34:00,0.2175,7.1674,0.1906,5.2875,0.0395,1.2714
2013-01-07 13:44:00,0.1993,6.9729,0.2392,5.1363,0.1248,2.6107
2013-01-07 13:54:00,0.207,2.3252,0.2892,6.7803,0.1466,0.5174
2013-01-07 14:04:00,0.2194,8.3769,0.2546,4.8402,0.0523,0.5172
2013-01-07 14:14:00,0.1693,6.3825,0.1255,4.6779,0.033,1.2688
2013-01-07 14:24:00,0.2584,7.9487,0.1587,6.2929,0.0636,0.5166
2013-01-07 14:34:00,0.0977,7.7202,0.1331,6.1145,0.0196,0.5138
2013-01-07 14:44:00,0.1719,7.4579,0.0471,0.3395,0.058,0.5137
2013-01-07 14:54:00,0.0544,7.2077,0.0253,3.9302,0.1704,3.0136
2013-01-07 15:04:00,0.1169,1.1882,0.0343,2.274,0.1605,0.2685
2013-01-07 15:14:00,0.0561,0.3421,0.1428,5.1835,0.0961,0.2707
2013-01-07 15:24:00,0.0144,6.3055,0.0144,4.9611,0.1438,0.2728
2013-01-07 15:34:00,0.1008,6.0276,0.1456,1.5046,0.1148,0.2747
2013-01-07 15:44:00,0.1354,8.3768,0.1755,4.678,0.0639,0.4971
2013-01-07 15:54:00,0.1341,3.8307,0.1905,4.4764,0.1918,3.6659
2013-01-07 21:04:00,0.1567,2.1961,0.1593,1.624,0.0894,0.7625
2013-01-07 21:14:00,0.0936,6.1812,0.1273,4.971,0.0544,0.75
2013-01-07 21:24:00,0.038,6.4504,0.0302,5.1768,0.0307,0.7345
2013-01-07 21:34:00,0.0069,4.9457,0.0942,5.3911,0.1157,0.716
2013-01-07 21:44:00,0.0625,7.0501,0.0096,5.6349,0.0247,0.6985
2013-01-07 21:54:00,0.0364,0.19,0.0455,5.8519,0.0268,2.4395
2013-01-07 22:04:00,0.2599,7.5984,0.2737,6.057,0.0198,0.6795
2013-01-07 22:14:00,0.3719,7.8932,0.0836,6.2861,0.0864,0.6792
2013-01-07 22:24:00,0.222,6.4108,0.1434,4.737,0.0054,2.4425
2013-01-07 22:34:00,0.2976,8.4753,0.1672,4.955,0.04,0.6878
2013-01-07 22:44:00,0.1894,6.9356,0.1116,5.1476,0.0894,0.694
2013-01-07 22:54:00,0.1706,5.8604,0.1389,5.3544,0.0859,0.7003
2013-01-07 23:04:00,0.1664,4.1924,0.2351,7.3023,0.0746,0.7057
2013-01-07 23:14:00,0.2508,9.3807,0.2869,7.4499,0.0146,0.7102
2013-01-07 23:24:00,0.3211,9.5255,0.3077,7.5193,0.1428,0.5183
2013-01-07 23:34:00,0.3207,3.4307,0.3385,7.64,0.2524,0.5185
2013-01-07 23:44:00,0.2979,6.6943,0.4083,7.7478,0.1329,1.267
2013-01-08 00:04:00,0.3013,8.1885,0.4138,6.0825,0.1008,1.2668
2013-01-08 00:14:00,0.3637,10.0316,0.5755,7.9129,0.4139,1.2667
2013-01-08 00:24:00,0.4247,10.0846,0.3347,7.9541,0.1397,1.2666
2013-01-08 00:34:00,0.3709,10.1082,0.4351,7.9724,0.1308,0.5192
2013-01-08 00:44:00,0.404,3.38,0.4442,7.9746,0.2325,2.6058
2013-01-08 00:54:00,0.3202,10.1142,0.4273,7.9773,0.234,0.5191
2013-01-08 01:04:00,0.3184,10.0682,0.393,7.9415,0.2261,0.5191
2013-01-08 01:14:00,0.3526,5.8099,0.4058,7.8702,0.1268,0.5189
2013-01-08 01:24:00,0.3496,8.1239,0.3857,7.8181,0.1438,0.5189
2013-01-08 01:34:00,0.3952,8.035,0.4462,4.624,0.2204,2.6063
2013-01-08 01:44:00,0.3552,9.7293,0.3474,7.6779,0.1913,1.2671
2013-01-08 01:54:00,0.2962,6.4425,0.3103,4.427,0.1629,1.2673
2013-01-08 02:04:00,0.2939,7.6156,0.2814,7.4228,0.2012,0.5183
2013-01-08 02:14:00,0.2427,7.4642,0.2534,7.3051,0.1055,0.5181
2013-01-08 02:24:00,0.3184,9.029,0.1959,7.1333,0.0258,0.5179
2013-01-08 02:34:00,0.2921,7.0416,0.2876,5.1907,0.1654,1.268
2013-01-08 02:44:00,0.1779,5.4961,0.1887,1.7366,0.1752,3.6492
2013-01-08 02:54:00,0.1806,6.5974,0.1561,6.6309,0.1431,1.2685
2013-01-08 03:04:00,0.1926,8.1318,0.1829,4.6498,0.0068,1.2688
2013-01-08 03:14:00,0.18,7.8738,0.0496,0.0152,0.0363,0.5167
2013-01-08 03:24:00,0.2058,0.883,0.0845,1.866,0.0866,0.5164
2013-01-08 03:34:00,0.1395,7.3459,0.0261,5.8241,0.006,1.2696
2013-01-08 03:44:00,0.1455,7.0495,0.0345,3.8078,0.0573,0.5157
2013-01-08 03:54:00,0.0545,6.7618,0.0359,7.8698,0.0085,0.5153
2013-01-08 04:04:00,0.0012,6.4953,0.1002,3.3768,0.0765,0.5149
2013-01-08 04:14:00,0.1072,0.5126,0.0392,4.9285,0.1227,1.2712
2013-01-08 04:24:00,0.166,2.8785,0.1903,4.8329,0.1616,0.7513
2013-01-08 09:44:00,0.2081,6.5975,0.2819,3.8009,0.3224,0.2929
2013-01-08 09:54:00,0.216,3.7469,0.2105,2.6697,0.3683,1.0701
2013-01-08 10:04:00,0.1511,0.4274,0.2052,4.228,0.3396,0.2524
2013-01-08 10:14:00,0.0918,7.4281,0.1903,0.0277,0.2844,1.0926
2013-01-08 10:24:00,0.0549,7.6979,0.0865,6.4308,0.1994,0.241
2013-01-08 10:34:00,0.0361,6.1945,0.0271,6.6491,0.2113,1.1038
2013-01-08 10:44:00,0.0982,6.48,0.0058,5.0843,0.2765,1.1093
2013-01-08 10:54:00,0.1081,6.7332,0.0456,3.9407,0.1804,2.0105
2013-01-08 11:04:00,0.1615,6.8911,0.0866,5.3435,0.0676,0.0446
2013-01-08 11:14:00,0.2902,7.3284,0.1698,5.7996,0.0387,2.2721
2013-01-08 11:24:00,0.233,7.5486,0.1938,5.9732,0.0228,0.4975
2013-01-08 11:34:00,0.2656,2.8183,0.2519,6.1426,0.0186,0.5089
2013-01-08 11:44:00,0.2058,6.6339,0.2664,6.3047,0.0436,0.505
2013-01-08 11:54:00,0.3022,8.149,0.2771,6.4405,0.0296,0.5016
2013-01-08 12:04:00,0.2793,8.3645,0.2911,6.6661,0.0242,0.7609
2013-01-08 12:14:00,0.299,10.2673,0.2536,5.4179,0.0503,0.5779
2013-01-08 12:24:00,0.2651,8.6202,0.2662,5.5257,0.0346,0.7618
2013-01-08 12:34:00,0.2409,7.301,0.2355,8.6122,0.0149,2.3027
2013-01-08 12:44:00,0.2707,7.3592,0.3242,6.873,0.0477,0.523
2013-01-08 12:54:00,0.3097,8.7631,0.4191,6.9247,0.0846,0.5295
2013-01-08 13:04:00,0.3598,8.8166,0.3703,6.9679,0.1191,2.3227
2013-01-08 13:14:00,0.4031,10.642,0.3345,8.8354,0.0534,2.5527
2013-01-08 13:24:00,0.3698,8.8331,0.3491,7.0319,0.057,0.5709
2013-01-08 13:34:00,0.4017,10.6243,0.4688,7.0364,0.0419,0.7698
2013-01-08 13:44:00,0.3837,8.7648,0.2858,6.9794,0.0538,0.7714
2013-01-08 13:54:00,0.3083,8.7005,0.332,8.7155,0.0036,0.7729
2013-01-08 14:04:00,0.2701,6.2448,0.2822,6.872,0.0374,2.5596
2013-01-08 14:14:00,0.3167,10.3128,0.3302,8.581,0.0668,0.5651
2013-01-08 14:24:00,0.3027,10.2003,0.3031,8.4937,0.017,2.5603
2013-01-08 14:34:00,0.2392,8.3057,0.2445,14.6592,0.0299,8.8107
2013-01-08 14:44:00,0.2836,6.8313,0.2844,14.5542,0.0196,8.8113
2013-01-08 14:54:00,0.2539,9.7848,0.2334,6.3854,0.0058,0.7763
2013-01-08 15:04:00,0.2036,7.8144,0.191,14.2777,0.0887,8.8128
2013-01-08 15:14:00,0.1549,6.3198,0.1742,7.9072,0.0625,0.7777
2013-01-08 15:24:00,0.2516,7.469,0.1577,14.0096,0.0931,8.814
2013-01-08 15:34:00,0.1846,15.2806,0.0623,5.7999,0.1702,8.8148
2013-01-08 15:44:00,0.1595,15.0583,0.18,13.6629,0.0633,8.8154
2013-01-08 15:54:00,0.1586,6.8351,0.0782,7.267,0.1018,0.7776
2013-01-08 16:04:00,0.1776,14.6247,0.0545,13.3247,0.1177,8.8088
2013-01-08 16:14:00,0.0676,8.1129,0.0309,3.7449,0.1631,8.8021
2013-01-08 16:24:00,0.0872,14.1185,0.0534,12.9285,0.1127,8.7954
2013-01-08 16:34:00,0.022,13.8897,0.0521,12.754,0.1197,8.8081
2013-01-08 16:44:00,0.0454,13.6085,0.1191,12.5364,0.2696,8.8132
2013-01-08 16:54:00,0.0449,3.9726,0.1129,12.3332,0.3282,8.8118
2013-01-08 17:04:00,0.1447,13.0786,0.1601,12.1216,0.345,8.8006
2013-01-08 22:24:00,0.1805,0.292,0.2234,9.271,0.0133,3.7739
