date,Hs_err_s1,Tp_err_s1,Hs_err_s2,Tp_err_s2,Hs_err_s3,Tp_err_s3
2012-12-13 13:14:00,0.1419,3.3743,0.2043,8.1452,0.0268,2.9889
2012-12-13 13:24:00,0.1127,6.6499,0.0235,5.0059,0.1543,0.7272
2012-12-13 13:34:00,0.0817,7.5396,0.0181,1.7019,0.134,0.2743
2012-12-13 13:44:00,0.148,12.0299,0.1522,6.3786,0.38,0.2514
2012-12-13 13:54:00,0.4696,12.7538,0.4399,6.9471,0.6239,0.2246
2012-12-13 14:04:00,0.4267,9.6702,0.4901,4.9705,0.4595,0.2013
2012-12-13 14:14:00,0.514,10.3155,0.6581,7.9772,0.447,0.1792
2012-12-13 14:24:00,0.6177,11.1027,0.4943,8.6776,0.3703,2.2845
2012-12-13 14:34:00,0.7128,11.7498,0.8802,9.1807,0.7578,0.2149
2012-12-13 14:44:00,0.6168,12.2389,0.787,9.561,0.5194,0.2141
2012-12-13 14:54:00,0.8932,12.7336,0.8034,9.9455,0.5578,2.2869
2012-12-13 15:04:00,0.7068,13.2549,0.8864,10.3509,0.3482,0.2126
2012-12-13 15:14:00,1.1426,13.6587,1.1586,8.165,0.6038,3.9629
2012-12-13 15:24:00,1.0348,13.9834,1.1246,8.4175,0.825,0.2127
2012-12-13 15:34:00,1.006,11.84,1.1581,11.1947,0.7781,2.2882
2012-12-13 15:44:00,0.8911,14.5586,1.1119,11.3644,0.9746,0.2103
2012-12-13 15:54:00,1.2411,14.7519,1.3609,11.5142,0.737,0.208
2012-12-13 16:04:00,0.8932,14.8668,1.3145,11.6021,1.0097,0.1998
2012-12-13 16:14:00,0.8613,12.4357,0.9395,9.155,0.8247,2.3031
2012-12-13 16:24:00,1.0048,12.468,1.1267,9.1795,0.6339,0.194
2012-12-13 16:34:00,1.0432,14.9763,1.1776,11.6853,0.8754,0.1911
2012-12-13 16:44:00,1.0885,8.2674,1.1698,11.6516,0.7977,0.1875
2012-12-13 16:54:00,1.0299,14.8483,1.3307,11.5839,0.7796,0.183
2012-12-13 17:04:00,1.031,14.6898,1.2261,11.4599,0.957,0.1797
2012-12-13 17:14:00,1.0559,14.4872,1.4534,11.3019,1.0844,0.1779
2012-12-13 17:24:00,0.8327,74.2649,1.4668,11.1286,1.1525,0.1761
2012-12-13 17:34:00,0.8808,14.0767,0.9654,10.9817,0.8852,2.3259
2012-12-13 17:44:00,0.7337,13.7877,0.9394,6.4708,0.8179,4.1136
2012-12-13 17:54:00,0.7564,13.5139,0.8767,10.543,0.6614,0.1699
2012-12-13 18:04:00,0.7754,13.1,0.9725,10.2207,0.8595,0.1682
2012-12-13 18:14:00,0.6582,12.7008,0.7168,9.91,0.6959,2.3314
2012-12-13 18:24:00,0.486,5.5683,0.6623,9.5472,0.6967,0.1668
2012-12-13 18:34:00,0.665,11.8013,0.8838,4.9236,0.4702,0.1615
2012-12-13 18:44:00,0.4823,3.1078,0.7667,4.5248,0.4379,0.1579
2012-12-13 18:54:00,0.2332,10.7347,0.4171,8.378,0.1984,0.1545
2012-12-13 19:04:00,0.4864,10.271,0.6412,8.0161,0.1701,2.3508
2012-12-13 19:14:00,0.5344,9.6769,0.7417,7.5522,0.368,0.1412
2012-12-13 19:24:00,0.3339,8.9921,0.5153,7.0177,0.2764,0.1337
2012-12-13 19:34:00,0.2937,8.2993,0.399,6.4175,0.3275,0.1396
2012-12-13 19:44:00,0.1375,7.7,0.1126,5.9514,0.0506,0.1393
2012-12-13 19:54:00,0.2045,1.7491,0.2364,5.4076,0.2852,0.1391
2012-12-13 20:04:00,0.0192,6.4958,0.104,5.0726,0.116,0.1219
2012-12-14 01:34:00,0.2005,7.3678,0.1695,3.6621,0.1869,1.9606
2012-12-14 01:44:00,0.0558,8.0328,0.2111,4.1927,0.3108,0.4784
2012-12-14 01:54:00,0.1207,6.1611,0.0531,4.6896,0.1895,2.2261
2012-12-14 02:04:00,0.0757,9.3285,0.0744,5.202,0.0577,0.4703
2012-12-14 02:14:00,0.0777,7.4098,0.0193,8.1426,0.2201,1.9785
2012-12-14 02:24:00,0.1007,6.1839,0.0623,6.0676,0.0905,0.568
2012-12-14 02:34:00,0.1681,11.1586,0.4083,9.134,0.0027,0.4297
2012-12-14 02:44:00,0.2706,9.2594,0.2032,9.6019,0.0821,0.4263
2012-12-14 02:54:00,0.3564,9.7743,0.5595,9.9496,0.1376,0.6639
2012-12-14 03:04:00,0.4572,12.8707,0.4471,7.9699,0.0537,2.1937
2012-12-14 03:14:00,0.5739,13.3844,0.5635,8.3698,0.0452,0.4056
2012-12-14 03:24:00,0.684,13.8245,0.6349,8.7103,0.0814,0.4139
2012-12-14 03:34:00,0.6386,11.719,0.6093,11.4582,0.1277,1.8217
2012-12-14 03:44:00,0.626,12.1166,0.7631,11.77,0.2539,0.6666
2012-12-14 03:54:00,0.711,14.9383,0.7983,12.0224,0.2557,0.6565
2012-12-14 04:04:00,0.6862,12.5,0.8345,9.572,0.0929,1.8508
2012-12-14 04:14:00,0.7483,15.0,0.7537,7.7877,0.2939,2.4284
2012-12-14 04:24:00,0.624,12.5,0.8362,9.5747,0.1598,1.8631
2012-12-14 04:34:00,0.6302,6.25,0.6364,12.0753,0.2077,1.8658
2012-12-14 04:44:00,0.7906,15.0,0.954,12.0753,0.2326,0.6345
2012-12-14 04:54:00,0.7267,6.8182,0.8016,12.0743,0.1958,1.861
2012-12-14 05:04:00,0.6762,15.0,0.7975,7.7925,0.2805,1.8787
2012-12-14 05:14:00,0.7493,15.0,0.8624,6.4645,0.1855,1.9297
2012-12-14 05:24:00,0.5444,15.0,0.7349,9.6311,0.1299,0.3819
2012-12-14 05:34:00,0.6068,15.0,0.6608,12.1386,0.1754,2.1519
2012-12-14 05:44:00,0.6626,12.5,0.91,7.8578,0.351,2.1744
2012-12-14 05:54:00,0.6149,14.912,0.6345,12.0777,0.0943,0.314
2012-12-14 06:04:00,0.6675,14.6458,0.6048,9.3654,0.115,0.3375
2012-12-14 06:14:00,0.5563,14.3343,0.5477,9.1155,0.0938,2.128
2012-12-14 06:24:00,0.5117,9.7507,0.4597,8.8826,0.1681,2.1218
2012-12-14 06:34:00,0.4542,13.6342,0.5009,11.0696,0.2295,0.3799
2012-12-14 06:44:00,0.449,13.1939,0.4161,10.7234,0.02,3.5223
2012-12-14 06:54:00,0.4119,12.8061,0.468,10.422,0.0224,2.1002
2012-12-14 07:04:00,0.3995,12.397,0.2803,10.1037,0.1217,2.0989
2012-12-14 07:14:00,0.2923,11.934,0.324,4.1162,0.15,2.1983
2012-12-14 07:24:00,0.2073,11.3631,0.2191,6.7937,0.0914,2.071
2012-12-14 07:34:00,0.1804,10.9052,0.2225,6.4935,0.2255,2.3218
2012-12-14 07:44:00,0.1642,2.8841,0.2482,8.5857,0.2557,2.3097
2012-12-14 07:54:00,0.0288,5.5542,0.0628,8.1657,0.2668,2.3238
2012-12-14 08:04:00,0.0206,1.1455,0.1002,5.2782,0.2994,2.3739
2012-12-14 08:14:00,0.1575,6.2587,0.1213,4.8492,0.3195,2.4333
2012-12-14 08:24:00,0.1593,8.1685,0.193,6.9012,0.4853,2.483
2012-12-14 14:04:00,0.2533,2.6758,0.3334,2.9314,0.3213,2.1862
2012-12-14 14:14:00,0.141,1.3216,0.2234,3.3272,0.295,5.3522
2012-12-14 14:24:00,0.0919,6.8141,0.1638,2.3285,0.2595,2.418
2012-12-14 14:34:00,0.0505,7.3811,0.1196,8.3888,0.2429,0.6818
2012-12-14 14:44:00,0.0146,7.908,0.0112,3.1679,0.2504,6.4865
2012-12-14 14:54:00,0.104,6.6961,0.0483,1.7331,0.0798,1.1566
2012-12-14 15:04:00,0.1681,1.8861,0.1125,5.3679,0.1403,0.6066
2012-12-14 15:14:00,0.3031,9.5142,0.2685,7.529,0.0281,6.5448
2012-12-14 15:24:00,0.3996,10.0261,0.3093,7.9267,0.0168,2.5286
2012-12-14 15:34:00,0.4726,10.5074,0.4879,5.1769,0.0365,0.6005
2012-12-14 15:44:00,0.5476,2.2315,0.5,8.6719,0.0491,0.6064
2012-12-14 15:54:00,0.5666,2.8083,0.7119,0.2181,0.0608,0.6115
2012-12-14 16:04:00,0.7054,11.702,0.6777,9.2117,0.08,0.5134
2012-12-14 16:14:00,0.6499,12.0334,0.6326,9.4695,0.1257,1.2726
2012-12-14 16:24:00,0.699,12.2687,0.7712,9.6524,0.0797,6.9872
2012-12-14 16:34:00,0.7416,4.108,0.7843,1.2339,0.1584,3.6542
2012-12-14 16:44:00,0.7667,12.5,0.7914,6.7071,0.312,1.2736
2012-12-14 16:54:00,0.7557,12.5,0.922,9.8321,0.2017,1.274
2012-12-14 17:04:00,0.7512,10.7143,0.9673,9.8321,0.1373,0.5116
2012-12-14 17:14:00,0.7773,12.5,0.8219,1.2794,0.21,0.5115
2012-12-14 17:24:00,0.9009,18.75,1.0127,9.8321,0.2938,2.6134
2012-12-14 17:34:00,0.8649,18.75,0.9331,8.0464,0.3335,6.2192
2012-12-14 17:44:00,0.7625,9.375,0.9275,6.7071,0.4134,2.6133
2012-12-14 17:54:00,0.8181,10.7143,0.9673,8.0464,0.3261,0.5117
2012-12-14 18:04:00,0.8239,12.3583,0.9079,7.9363,0.2728,6.631
2012-12-14 18:14:00,0.8375,4.4054,0.8411,1.5246,0.2256,6.6308
2012-12-14 18:24:00,0.7165,10.2275,0.8593,15.7036,0.3217,0.5122
2012-12-14 18:34:00,0.708,4.2454,0.7419,9.2454,0.3498,0.5122
2012-12-14 18:44:00,0.6851,11.4627,0.8706,15.2755,0.2982,6.7622
2012-12-14 18:54:00,0.5934,6.1802,0.6787,7.0201,0.1814,5.7379
2012-12-14 19:04:00,0.6193,4.1104,0.7247,1.4468,0.3173,0.7278
2012-12-14 19:14:00,0.6104,16.7473,0.6292,8.3255,0.3119,2.3823
2012-12-14 19:24:00,0.5997,6.949,0.5806,7.9456,0.3097,5.7382
2012-12-14 19:34:00,0.5286,2.9058,0.5295,7.6055,0.4583,3.0138
2012-12-14 19:44:00,0.3762,3.5151,0.4035,13.5128,0.1299,6.7591
2012-12-14 19:54:00,0.2995,5.6709,0.2705,5.2211,0.1163,0.7604
2012-12-14 20:04:00,0.2264,2.0489,0.1745,12.8697,0.2187,1.0276
2012-12-14 20:14:00,0.0786,4.6862,0.0622,6.2397,0.2101,7.0058
2012-12-14 20:24:00,0.0929,1.6511,0.0423,0.383,0.1997,1.0327
2012-12-14 20:34:00,0.0428,5.1323,0.0395,5.5862,0.1675,7.1934
2012-12-14 20:44:00,0.0049,8.8814,0.0832,11.415,0.0957,7.1759
2012-12-14 20:54:00,0.0377,12.1685,0.1112,4.8018,0.1087,7.1623
2012-12-15 02:24:00,0.0294,7.8587,0.0295,3.5978,0.0352,2.7312
2012-12-15 02:34:00,0.0366,5.8051,0.1626,0.5083,0.2513,1.8699
2012-12-15 02:44:00,0.1518,6.3977,0.1152,7.4459,0.0915,0.1146
2012-12-15 02:54:00,0.2174,9.3686,0.3034,7.7541,0.0589,2.1249
2012-12-15 03:04:00,0.352,9.9915,0.2854,8.2365,0.2456,2.1158
2012-12-15 03:14:00,0.4487,10.5927,0.4989,8.7026,0.2645,2.1086
2012-12-15 03:24:00,0.5916,11.1937,0.7387,9.1681,0.2709,2.0998
2012-12-15 03:34:00,0.6036,11.7703,0.6901,9.6143,0.3101,2.089
2012-12-15 03:44:00,1.0257,12.337,0.8269,10.0522,0.4609,2.2096
2012-12-15 03:54:00,0.9639,12.8332,0.9321,7.9348,0.4083,3.5642
2012-12-15 04:04:00,0.8406,13.3223,0.9491,10.7746,0.5267,1.8783
2012-12-15 04:14:00,1.3351,13.7779,1.348,11.1267,0.6281,1.8677
2012-12-15 04:24:00,1.0165,14.1616,1.1547,8.923,0.5168,0.6422
2012-12-15 04:34:00,1.2508,14.496,1.3349,11.6811,0.2901,1.8484
2012-12-15 04:44:00,1.205,14.8266,1.4245,11.9364,0.5257,1.8397
2012-12-15 04:54:00,1.2384,12.5,1.2988,9.5694,0.7434,1.8315
2012-12-15 05:04:00,1.2144,15.0,1.3998,12.0682,0.8906,1.826
2012-12-15 05:14:00,1.245,12.5,1.617,9.5677,0.6155,1.8235
2012-12-15 05:24:00,1.117,8.3333,1.2432,12.0672,0.5791,1.8211
2012-12-15 05:34:00,1.14,15.0,1.3828,12.0666,0.6324,1.8187
2012-12-15 05:44:00,1.216,6.8182,1.4044,12.0661,0.6707,1.8164
2012-12-15 05:54:00,1.1284,15.0,1.2758,2.8349,0.5832,1.8141
2012-12-15 06:04:00,1.448,12.5,1.4338,7.78,0.8602,0.6855
2012-12-15 06:14:00,1.3717,15.0,1.371,9.5668,0.5374,1.8193
2012-12-15 06:24:00,1.2028,12.5,1.2239,7.7822,0.754,2.4613
2012-12-15 06:34:00,1.2405,10.6647,1.4402,12.0306,0.7678,2.4558
2012-12-15 06:44:00,1.1283,14.6982,1.1921,11.8357,0.8634,1.8359
2012-12-15 06:54:00,1.2052,14.3997,1.3543,11.6048,0.6372,1.8423
2012-12-15 07:04:00,1.1303,14.1186,1.39,11.3888,0.9206,1.8544
2012-12-15 07:14:00,1.0018,13.7809,1.0806,11.131,0.6714,1.8766
2012-12-15 07:24:00,0.9655,13.4227,1.1085,10.8924,0.549,6.6936
2012-12-15 07:34:00,0.8226,10.4973,0.8959,10.5656,0.4948,3.5498
2012-12-15 07:44:00,0.8142,12.5804,0.7642,4.6189,0.4139,2.087
2012-12-15 07:54:00,0.8033,9.5971,0.7777,9.869,0.521,2.0913
2012-12-15 08:04:00,0.8252,11.6064,0.8556,9.4867,0.4073,2.089
2012-12-15 08:14:00,0.4773,11.1047,0.4974,9.0956,0.1994,2.0847
2012-12-15 08:24:00,0.5426,10.5445,0.5489,8.6598,0.2495,2.0842
2012-12-15 08:34:00,0.345,10.03,0.3737,5.76,0.2058,0.414
2012-12-15 08:44:00,0.332,9.5467,0.3603,7.9443,0.2131,0.1433
2012-12-15 08:54:00,0.2838,0.7883,0.2576,7.498,0.2117,2.3665
2012-12-15 09:04:00,0.1669,0.3404,0.214,7.0638,0.0988,2.374
2012-12-15 09:14:00,0.0016,2.535,0.0916,6.1932,0.2417,1.7662
2012-12-15 15:04:00,0.0069,7.3516,0.2142,3.4842,0.0193,1.22
2012-12-15 15:14:00,0.0889,7.995,0.0683,3.9819,0.0174,1.2072
2012-12-15 15:24:00,0.245,8.642,0.1422,6.9826,0.1163,1.3048
2012-12-15 15:34:00,0.3769,9.3181,0.4009,7.5061,0.3003,7.5658
2012-12-15 15:44:00,0.4668,9.9191,0.3823,7.9714,0.3041,6.3259
2012-12-15 15:54:00,0.4393,4.894,0.5929,8.436,0.2378,1.165
2012-12-15 16:04:00,0.7588,3.6042,0.8056,8.8902,0.7857,1.16
2012-12-15 16:14:00,0.8178,9.1746,0.7906,1.8334,0.274,1.1579
2012-12-15 16:24:00,0.7513,12.2429,0.7367,9.7752,0.391,1.1568
2012-12-15 16:34:00,0.982,12.7326,1.1025,10.156,0.5649,1.1557
2012-12-15 16:44:00,1.2069,13.1468,1.1571,10.478,0.6772,1.1547
2012-12-15 16:54:00,1.196,13.4922,1.2087,5.0559,0.64,8.3766
2012-12-15 17:04:00,1.1242,5.1045,1.164,8.4627,0.4196,0.8539
2012-12-15 17:14:00,1.5152,14.1347,1.3984,11.1807,0.6762,0.8538
2012-12-15 17:24:00,1.2801,14.3707,1.3203,11.3643,0.5315,7.3281
2012-12-15 17:34:00,1.3151,14.5234,1.3814,8.9831,0.7318,1.6464
2012-12-15 17:44:00,1.2699,12.1371,1.4272,4.9049,0.8127,0.8535
2012-12-15 17:54:00,1.2626,14.7068,1.4868,9.1258,0.877,6.6466
2012-12-15 18:04:00,1.2495,6.567,1.4168,4.9909,0.7221,0.8496
2012-12-15 18:14:00,1.2517,14.7123,1.4819,11.6271,0.904,1.6599
2012-12-15 18:24:00,1.3976,14.6431,1.342,9.0711,1.0361,3.4554
2012-12-15 18:34:00,1.3232,12.0487,1.47,8.9954,1.0902,3.4656
2012-12-15 18:44:00,1.3563,14.4035,1.644,11.38,0.8403,0.8095
2012-12-15 18:54:00,1.307,14.2053,1.377,11.155,0.7949,0.4897
2012-12-15 19:04:00,1.3368,9.7051,1.3704,14.7367,0.9034,3.8022
2012-12-15 19:14:00,1.1495,11.2488,1.3014,10.7986,0.9978,0.4842
2012-12-15 19:24:00,1.1789,9.2082,1.675,8.1003,1.1448,2.015
2012-12-15 19:34:00,1.2775,13.2101,1.526,10.3797,0.945,4.2359
2012-12-15 19:44:00,1.1519,12.812,1.1092,7.5701,0.7031,4.2369
2012-12-15 19:54:00,1.024,4.1926,1.0385,0.9799,0.8517,0.4881
2012-12-15 20:04:00,0.9949,15.7171,1.2148,6.9114,0.9338,0.481
2012-12-15 20:14:00,0.885,2.2885,0.8986,4.7723,0.7649,2.0388
2012-12-15 20:24:00,0.6928,14.755,0.7267,8.6502,0.515,2.0734
2012-12-15 20:34:00,0.7322,0.0857,0.8796,8.2511,0.6622,8.3599
2012-12-15 20:44:00,0.5335,13.6204,0.702,7.6975,0.5341,0.1122
2012-12-15 20:54:00,0.5196,1.3144,0.5031,2.412,0.4683,3.8518
2012-12-15 21:04:00,0.482,12.4101,0.5525,10.5038,0.5468,3.8539
2012-12-15 21:14:00,0.4024,11.7791,0.5655,10.0158,0.6021,3.8678
2012-12-15 21:24:00,0.2501,11.2772,0.3463,9.6862,0.3482,4.143
2012-12-15 21:34:00,0.0849,2.7209,0.3307,9.2202,0.3224,4.1648
2012-12-16 03:14:00,0.0104,6.4743,0.0924,8.7467,0.1199,0.1469
2012-12-16 03:24:00,0.1561,7.1722,0.0549,5.5398,0.2322,0.147
2012-12-16 03:34:00,0.23,7.829,0.4211,2.1308,0.383,0.1472
2012-12-16 03:44:00,0.4206,1.4658,0.4584,6.5998,0.1982,0.1473
2012-12-16 03:54:00,0.475,1.0927,0.6741,7.1758,0.5042,0.1475
2012-12-16 04:04:00,0.6887,9.9907,0.6338,0.4487,0.66,0.1478
2012-12-16 04:14:00,0.9463,10.6282,1.0163,8.2293,0.4923,0.148
2012-12-16 04:24:00,0.9386,11.2932,0.9156,8.7467,0.5561,0.1483
2012-12-16 04:34:00,1.0674,1.114,1.2753,6.7557,0.8314,2.6487
2012-12-16 04:44:00,1.452,12.5008,1.2775,7.1864,0.9461,0.1491
2012-12-16 04:54:00,1.2684,8.7641,1.3052,5.8278,0.7181,0.1496
2012-12-16 05:04:00,1.4102,13.5235,1.2821,10.4821,0.9938,0.1502
2012-12-16 05:14:00,1.5035,13.9646,1.7524,10.8253,1.0321,0.1506
2012-12-16 05:24:00,1.5224,18.1106,1.7675,8.6335,1.0359,0.151
2012-12-16 05:34:00,1.5762,14.6553,1.8014,11.3628,0.7845,0.1513
2012-12-16 05:44:00,1.5031,6.7232,1.8443,9.0571,1.1169,0.1515
2012-12-16 05:54:00,1.5952,9.375,2.0109,9.131,1.2623,5.7766
2012-12-16 06:04:00,1.7058,15.0,1.8669,15.381,1.0623,2.6516
2012-12-16 06:14:00,1.564,8.3333,1.583,9.131,1.1586,3.5985
2012-12-16 06:24:00,1.6799,6.8182,1.7573,15.381,1.3663,0.1514
2012-12-16 06:34:00,1.7189,4.6875,1.8037,4.131,1.2818,2.6512
2012-12-16 06:44:00,1.5944,15.0,1.9908,11.6311,1.1433,0.1511
2012-12-16 06:54:00,1.5231,15.0,1.7671,9.1311,1.2159,0.1509
2012-12-16 07:04:00,1.7078,18.6916,1.9728,11.5856,1.7324,0.1508
2012-12-16 07:14:00,1.4184,14.7873,1.543,11.4656,1.164,0.1507
2012-12-16 07:24:00,1.5149,14.5681,1.625,11.2951,1.0899,0.1506
2012-12-16 07:34:00,1.3584,7.6544,1.6471,11.1028,1.493,2.6504
2012-12-16 07:44:00,1.4084,13.9484,1.7669,10.8128,1.3602,0.1502
2012-12-16 07:54:00,1.2474,17.3934,1.2438,2.3937,0.7827,0.1501
2012-12-16 08:04:00,1.2406,13.2214,1.5088,10.2471,1.3692,2.6499
2012-12-16 08:14:00,1.1775,6.12,1.1337,3.242,1.1142,3.6001
2012-12-16 08:24:00,1.0734,12.3034,1.1476,9.5327,0.9042,0.1498
2012-12-16 08:34:00,0.8455,9.3673,0.9805,0.4496,0.5176,3.6002
2012-12-16 08:44:00,0.8511,15.0242,1.0727,8.7317,0.7168,2.6497
2012-12-16 08:54:00,0.8103,3.2088,0.9044,8.2917,0.7687,0.1496
2012-12-16 09:04:00,0.5839,7.6793,1.0059,0.3797,0.9917,0.1495
2012-12-16 09:14:00,0.6954,9.5312,0.826,1.8554,0.8732,0.1493
2012-12-16 09:24:00,0.6055,12.6579,0.7243,10.6404,0.8372,3.6012
2012-12-16 09:34:00,0.4857,2.6902,0.4569,10.1794,0.4688,0.148
2012-12-16 09:44:00,0.4458,7.6767,0.6206,2.2492,0.0506,0.1473
2012-12-16 09:54:00,0.2488,10.6285,0.4065,9.0615,0.3584,3.6032
2012-12-16 10:04:00,0.0021,6.342,0.214,3.2522,0.2806,7.4859
2012-12-16 15:44:00,0.0789,0.3954,0.1579,4.8387,0.1485,0.147
2012-12-16 15:54:00,0.1298,6.9968,0.0128,5.4033,0.1729,0.1472
2012-12-16 16:04:00,0.2275,0.1641,0.1865,3.4226,0.358,9.7903
2012-12-16 16:14:00,0.4061,0.8315,0.4749,6.4419,0.2544,0.1477
2012-12-16 16:24:00,0.4578,0.9959,0.3231,6.9653,0.2565,0.1479
2012-12-16 16:34:00,0.5929,9.689,0.5465,7.4983,0.499,0.1482
2012-12-16 16:44:00,0.6687,10.304,0.8297,3.6912,0.463,4.4343
2012-12-16 16:54:00,0.7812,10.8939,0.8118,8.4358,0.5826,4.4346
2012-12-16 17:04:00,1.0102,8.9889,1.1276,8.8989,0.768,0.1492
2012-12-16 17:14:00,1.1604,9.5352,1.1716,9.324,0.4875,4.4351
2012-12-16 17:24:00,1.199,4.3225,1.246,7.189,0.7301,0.1495
2012-12-16 17:34:00,1.3857,12.9384,1.1589,5.7411,0.7096,2.6497
2012-12-16 17:44:00,1.4914,13.3474,1.5143,10.3451,1.0213,0.1499
2012-12-16 17:54:00,1.2098,13.6622,1.4621,10.5901,1.0782,0.15
2012-12-16 18:04:00,1.6029,13.9115,1.7869,10.7841,0.9521,0.1501
2012-12-16 18:14:00,1.4911,11.6511,1.6142,8.4706,1.0387,0.1501
2012-12-16 18:24:00,1.5124,4.3347,1.4855,3.6135,0.755,0.1501
2012-12-16 18:34:00,1.457,5.6569,1.507,11.1696,0.95,8.9
2012-12-16 18:44:00,1.5183,14.446,1.6141,11.2001,1.3284,0.15
2012-12-16 18:54:00,1.4789,8.8489,1.7061,11.2218,1.2301,0.15
2012-12-16 19:04:00,1.4882,14.49,1.5783,8.7344,1.0177,5.7749
2012-12-16 19:14:00,1.5532,5.1725,1.5505,11.1668,1.3521,0.1498
2012-12-16 19:24:00,1.4322,9.9713,1.6525,5.428,0.9973,2.6497
2012-12-16 19:34:00,1.4853,14.1244,1.6557,10.9499,1.6317,0.1496
2012-12-16 19:44:00,1.4941,13.9379,1.7523,2.6229,1.1952,0.1495
2012-12-16 19:54:00,1.425,13.6908,1.6613,8.1124,1.397,2.6494
2012-12-16 20:04:00,1.2568,13.4364,1.5607,14.1645,1.2086,0.1492
2012-12-16 20:14:00,1.303,8.8636,1.5781,7.6911,1.417,0.149
2012-12-16 20:24:00,1.1864,12.8191,1.3559,13.6841,1.3553,2.6488
2012-12-16 20:34:00,1.1859,16.2084,1.363,9.6535,1.1567,3.6014
2012-12-16 20:44:00,1.194,12.0565,1.3331,9.3407,1.3068,0.1485
2012-12-16 20:54:00,0.8753,2.3777,1.1713,8.9921,1.0448,0.1483
2012-12-16 21:04:00,1.0462,11.1727,1.1796,8.6529,0.8938,3.6019
2012-12-16 21:14:00,0.9353,10.6766,1.1463,8.2669,0.9213,3.6022
2012-12-16 21:24:00,0.7858,4.5481,0.787,1.2084,0.7039,3.6024
2012-12-16 21:34:00,0.7349,13.4025,0.8164,0.03,0.5987,2.6475
2012-12-16 21:44:00,0.6704,12.8152,0.7061,1.388,0.478,0.1474
2012-12-16 21:54:00,0.5437,8.4808,0.6891,6.5582,0.5145,0.1472
2012-12-16 22:04:00,0.316,0.1692,0.4665,1.9189,0.3277,2.3366
2012-12-16 22:14:00,0.2481,4.2576,0.5034,1.6446,0.322,3.935
2012-12-16 22:24:00,0.0383,29.581,0.1579,5.6085,0.0835,4.2279
2012-12-16 22:34:00,0.1121,10.2372,0.0838,8.8967,0.1414,4.2286
2012-12-17 04:04:00,0.0468,1.2724,0.2113,5.4028,0.1236,0.1936
2012-12-17 04:14:00,0.1956,7.5517,0.2157,5.911,0.0442,5.4354
2012-12-17 04:24:00,0.3573,0.0076,0.4491,6.4064,0.2554,0.1863
2012-12-17 04:34:00,0.5117,8.8569,0.4741,0.2584,0.1811,4.1023
2012-12-17 04:44:00,0.6922,5.212,0.8796,0.7587,0.265,5.444
2012-12-17 04:54:00,0.8675,1.9513,0.8075,7.917,0.3211,7.321
2012-12-17 05:04:00,1.0428,10.7478,1.1167,8.395,0.5158,2.3224
2012-12-17 05:14:00,1.1689,11.3081,1.1753,6.3307,0.6721,0.1766
2012-12-17 05:24:00,1.3711,6.2314,1.5396,6.7571,0.7576,0.1757
2012-12-17 05:34:00,1.2452,9.8262,1.4651,7.1224,0.6986,8.5751
2012-12-17 05:44:00,1.442,6.2,1.692,10.0417,0.8678,0.1684
2012-12-17 05:54:00,1.3644,10.8004,1.6474,3.6405,0.9857,4.4424
2012-12-17 06:04:00,1.5607,13.7013,1.6464,8.1195,1.0049,2.6568
2012-12-17 06:14:00,1.758,14.0134,1.8529,10.8636,1.0916,7.6483
2012-12-17 06:24:00,1.6943,11.8406,1.7139,8.6183,1.1279,9.7913
2012-12-17 06:34:00,1.5606,14.5037,1.8687,11.2452,1.3186,0.1485
2012-12-17 06:44:00,1.8391,14.6782,1.9817,11.381,1.6373,2.6485
2012-12-17 06:54:00,1.7196,14.792,1.7565,4.8028,1.4309,6.8153
2012-12-17 07:04:00,1.7102,14.8289,1.9405,4.8316,1.3253,4.4344
2012-12-17 07:14:00,1.8279,7.3758,2.113,4.0347,1.2223,0.1487
2012-12-17 07:24:00,1.9583,14.8242,2.0844,11.4946,1.4104,0.1488
2012-12-17 07:34:00,1.7123,7.2672,1.8832,11.4502,1.2564,8.8988
2012-12-17 07:44:00,1.8964,18.383,1.9303,7.06,1.3794,0.1489
2012-12-17 07:54:00,1.644,11.9705,1.9672,11.2193,1.2684,2.6489
2012-12-17 08:04:00,1.6543,14.3096,1.8876,11.094,1.1532,0.1489
2012-12-17 08:14:00,1.5587,14.0623,1.9768,6.6159,1.5585,0.1489
2012-12-17 08:24:00,1.3848,13.7877,1.4771,8.1879,1.2818,0.1488
2012-12-17 08:34:00,1.4539,13.5016,1.7486,14.2153,1.1523,0.1487
2012-12-17 08:44:00,1.478,6.489,1.7217,10.196,1.1422,0.1486
2012-12-17 08:54:00,1.2176,12.7815,1.251,2.4049,1.2195,2.6485
2012-12-17 09:04:00,1.2091,12.3502,1.4005,9.5693,1.0301,2.6484
2012-12-17 09:14:00,1.1501,11.9064,1.387,2.5573,1.0018,0.1482
2012-12-17 09:24:00,1.1321,7.1327,1.1991,1.3441,1.1556,2.6481
2012-12-17 09:34:00,1.0133,8.3999,1.2313,5.9406,0.8209,2.6479
2012-12-17 09:44:00,0.6523,10.4058,0.907,2.4312,0.5392,7.6478
2012-12-17 09:54:00,0.7043,13.647,0.8265,3.3746,0.6249,0.1476
2012-12-17 10:04:00,0.5952,9.2924,0.7304,7.1898,0.6456,0.1475
2012-12-17 10:14:00,0.4726,4.4386,0.5626,6.7477,0.2965,0.1474
